Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Old Irish Ways Museum,http://www.oldirishways.com,+353(0)861541078,-8.54231119999997,52.4784921,Limerick,Bruff,Republic of Ireland
Green Marble Tours,http://www.greenmarblecycletours.com,+353(0)879725332,-9.18077272916839,53.3375837524118,Galway,Moycullen,Republic of Ireland
Gormley's Fine Art,http://www.gormleys.ie,+353(0)16729031,-6.25639334414563,53.3422410152631,Dublin,Dublin City,Republic of Ireland
Dingle Dolphin Tours – Dingle Sea Safari,http://www.dingledolphin.com,+353(0)861937304,-10.2745700423583,52.1391624732123,Kerry,Dingle,Republic of Ireland
Dublin Whiskey Tours,http://www.dublinwhiskeytours.com,+353(0)863148977,-6.25742364309996,53.3456614891671,Dublin,Dublin City,Republic of Ireland
Macroom Visitor Information Point,,+353(0)2641545,-8.9597224,51.9046867,Cork,Macroom,Republic of Ireland
DoDublin Tours,https://dodublin.ie,+353(0)18444265,-6.26102819673985,53.3504633410894,Dublin,Dublin City,Republic of Ireland
Ahenny High Crosses,,,-7.39333338161782,52.4125374566595,Tipperary,Carrick On Suir,Republic of Ireland
Moone High Cross,http://kildareheritage.com/,,-6.82519419903769,52.9794064453547,Kildare,Kildare,Republic of Ireland
Leighlinbridge Visitor Information Point,,+353(0)599721558,-6.9539,52.774471,Carlow,Leighlinbridge,Republic of Ireland
Castlepark Ferry,,+353(0)214777322,-8.5191325454773,51.7026193827728,Cork,Kinsale,Republic of Ireland
'Star Wars' The Skellig Islands & Ring of Kerry - Railtours Ireland First Class,http://railtoursireland.com/train-tour/star-wars-skellig-michael/dh05stw,+353(0)18560045,-6.250291,53.351003,Dublin,Dublin City,Republic of Ireland
Gays About Town,,+353(0)879616576,-6.25063228987426,53.341171372437,Dublin,Dublin City,Republic of Ireland
Artisan Food Roads,,+353(0)879844155,-8.46730985337296,51.9013504409521,Cork,Cork City,Republic of Ireland
Westport Jarvey tours,,+353(0)872580327,-9.52277094090058,53.7997063541055,Mayo,Westport,Republic of Ireland
Glendalough Tour - Finn McCools Tours,http://www.finnmccoolstours.com/,+353(0)18684101,-6.25907420862063,53.3465802160448,Dublin,Dublin City,Republic of Ireland
Epic Ireland Adventures,,,-9.0521008,53.2700206,Galway,Galway City,Republic of Ireland
Bus Éireann (Galway City),http://www.buseireann.ie/inner.php?id=337,+353(0)18366111,-9.04731781570353,53.275312673107,Galway,Galway City,Republic of Ireland
Bus Éireann (Sligo),http://www.buseireann.ie/inner.php?id=337,+353(0)18366111,-8.48165066329875,54.2725551484767,Sligo,Sligo Town,Republic of Ireland
GPO Witness History,http://www.gpowitnesshistory.ie,+353(0)18721916,-6.26045223386836,53.3494255010131,Dublin,Dublin City,Republic of Ireland
Bus Éireann (Dublin City),http://www.buseireann.ie/inner.php?id=337,+353(0)18366111,-6.25258476821818,53.3498729714571,Dublin,Dublin City,Republic of Ireland
The Dingle Way - IrelandWays.com,http://www.irelandways.com,+353(0)15252886,-9.7091260925049,52.2659188511211,Kerry,Tralee,Republic of Ireland
Bus Éireann (Cork City),http://www.buseireann.ie/inner.php?id=337,+353(0)18366111,-8.4682610758964,51.8918952103,Cork,Cork City,Republic of Ireland
The Burren Way - Irelandways.com,http://www.irelandways.com,+353(0)831076774,-9.34602187231439,52.9310862622344,Clare,Lahinch,Republic of Ireland
Leneghan Ferries,http://www.leneghanferries.com,+353(0)9845513,-9.92653124049343,53.9294719756738,Mayo,Achill Island -Acaill,Republic of Ireland
Burren Way Mountain Bike Tours,http://www.burrenwaymountainbiketours.com,+353(0)851195489,-9.377412,53.015649,Clare,Doolin,Republic of Ireland
Cycling the Wild Atlantic Way - IrelandWays.com,http://www.irelandways.com,+353(0)15252886,-8.51848278195802,51.7056182602738,Cork,Kinsale,Republic of Ireland
The Great Western Green way - IrelandWays.com,http://www.irelandways.com,+353(0)15252886,-9.5143467,53.8021307,Mayo,Westport,Republic of Ireland
The Kerry Way - IrelandWays.com,http://www.irelandways.com,+353(0)15252886,-10.2209047,51.9477992,Kerry,Cahersiveen,Republic of Ireland
Keltic Irish Tours,http://www.kelticirishtours.com,+353(0)860752570,-9.62539672601565,52.4137020691696,Kerry,Lixnaw,Republic of Ireland
Limerick Carriage Tours,http://www.limerickcarriagetours.com,+353(0)851578356,-8.6304975,52.6680204,Limerick,Limerick City,Republic of Ireland
True North Bike Tours,http://www.truenorthbiketours.com,+353(0)863820969,-7.73671587256198,54.9511565041299,Donegal,Letterkenny,Republic of Ireland
Mornington Garden,http://dalkeygardenschool.com,+353(0)872256365,-6.1132572,53.2717553,Dublin,Dalkey,Republic of Ireland
The KEMP Gallery,http://thekempgallery.com,+353(0)877974716,-6.2563364,53.3421907,Dublin,Dublin City,Republic of Ireland
Waltons New School of Music,http://newschool.ie,+353(0)14781884,-6.26462878710253,53.3426977385234,Dublin,Dublin City,Republic of Ireland
Katie's Cottage,http://claddaghartscentre.com/katiescottage/,+353(0)878280848,-9.05775521115003,53.2646329349049,Galway,Galway City,Republic of Ireland
Waterford Beer Tours,http://waterfordbeertours.com,+353(0)863046740,-7.1062189834671,52.2597043944343,Waterford,Waterford City,Republic of Ireland
Mysterious Holidays,http://mysteriousholidays.com,+353(0)892522732,-6.69932694912108,52.4431314418155,Wexford,Clonroche,Republic of Ireland
Ballinvillon Gardens,http://rhododendronireland.com,+353(0)2761451,-9.46626,51.633693,Cork,Durrus,Republic of Ireland
Burren Free Range Pork Farm,http://burrenfreerangepork.com,+353(0)657088931,-9.19232726,52.98621011,Clare,Kilfenora,Republic of Ireland
Wild Atlantic Campers,http://wildatlanticcamperhire.ie,+353(0)894252780,-8.92864926322261,53.2673644742174,Galway,Oranmore,Republic of Ireland
Reek Tours,http://reek.ie,+353(0)864530826,-9.52277094090058,53.7997063541055,Mayo,Westport,Republic of Ireland
Insight Tours,http://insighttoursireland.com,+353(0)876814256,-8.889956,51.623306,Cork,Clonakilty,Republic of Ireland
Wild SUP Tours,https://www.wildsuptours.com/,+353(0)834766428,-10.2754105997222,52.139390922418,Kerry,Dingle,Republic of Ireland
West Kerry Trekking,http://westkerrytrekking.ie,+353(0)877831491,-9.89397668990477,52.2236187203823,Kerry,Camp,Republic of Ireland
Achill Isle Walks,http://www.achillislehouse.com/tours.html,+353(0)868439683,-9.99073259547387,53.9626100660387,Mayo,Achill Island -Acaill,Republic of Ireland
Sixt Rent A Car - City Centre,http://www.sixt.ie,+353(0)12352030,-6.25868676465904,53.3518630027171,Dublin,Dublin City,Republic of Ireland
Claregalway Museum and Forge,http://www.claregalwaymuseum.ie,+353(0)867778217,-8.94518564133377,53.3396837456454,Galway,Baile Chláir,Republic of Ireland
Fatbike Adventures Cycling Tours,http://fatbikeadventures.ie,+353(0)868839406,-6.0691426,52.9851429,Wicklow,Wicklow Town,Republic of Ireland
Sacred Sites - Uisneach Tours,http://sacredsites.ie,+353(0)866069201,-7.55606420335775,53.4837730475206,Westmeath,Ballymore,Republic of Ireland
Lusitania Museum and Old Head Signal Tower,http://oldheadofkinsale.com,+353(0)214191285,-8.54214450601807,51.6201546201437,Cork,Kinsale,Republic of Ireland
The Irish Experience,http://www.theirishexperience.com,+353(0)876612299,-6.80183987536315,52.343705406014,Wexford,The Hook,Republic of Ireland
Delahunt Chauffeur Tours,http://www.delahuntchauffeurservice.com/tours,+353(0)876443655,-6.97587356407927,52.9972337614393,Kildare,Athy,Republic of Ireland
Cork Ghost Tour,,+353(0)877795336,-8.4730798,51.9002672,Cork,Cork City,Republic of Ireland
Jonny Macs Famous Ireland Tours,http://jonnymacsfamousirelandtours.com/,+353(0)872628261,-6.2584408,53.3485508,Dublin,Dublin City,Republic of Ireland
Beara Walks & Talks,http://bearawalks.com,+353(0)2763630,-9.55125630341797,51.7726543238229,Cork,Glengarriff,Republic of Ireland
Gorey Walking Tours,,+353(0)858219720,-6.29450347735019,52.6756209233561,Wexford,Gorey,Republic of Ireland
"The International School of English, ISE Ireland",http://iseireland.ie/,+353(0)16219039,-6.263605,53.335628,Dublin,Dublin City,Republic of Ireland
Skellig Michael,,,-10.53861,51.7703,Kerry,Valentia Island,Republic of Ireland
Ionad an Bhlascaoid Mhóir,,,-10.4618,52.133076,Kerry,Dunquin,Republic of Ireland
Michael Collins House,http://michaelcollinshouse.ie,+353(0)238858676,-8.8914,51.6217,Cork,Clonakilty,Republic of Ireland
Achill Island Brewery,http://achillbrewery.com,+353(0)9847868,-9.99073259547387,53.9626100660387,Mayo,Achill Island,Republic of Ireland
Blacks Brewery,http://blacksbrewery.com/tours,+353(0)879180433,-8.51558086878662,51.710930192747,Cork,Kinsale,Republic of Ireland
Galway City Cycle Tours,http://www.galwaycitycycletours.ie/,+353(0)838588899,-9.0411255152577,53.27665694723,Galway,Galway City,Republic of Ireland
Long Island,,,-9.557034,51.499062,Cork,Long Island,Republic of Ireland
Cunnamore Pier,,,-9.424822,51.503928,Cork,Ballydehob,Republic of Ireland
Howth Walking Tours,http://www.facebook.com/Howth-Historic-Walking-Tours-1203148753050552/,+353(0)852104600,-6.07309570747065,53.3890206491815,Dublin,Dublin City,Republic of Ireland
Colla Pier,,,-9.561419,51.506532,Cork,Schull,Republic of Ireland
Dooneen Pier,,,-10.055502,51.648764,Cork,Allihies,Republic of Ireland
Whiddy Island View,,,-9.582194,51.713113,Cork,Whiddy Island,Republic of Ireland
Blue Pool,,,-9.548521,51.748777,Cork,Glengariff,Republic of Ireland
Metalman Brewing Company,http://metalmanbrewing.com,+353(0)51348448,-7.1286591,52.2563884,Waterford,Waterford city,Republic of Ireland
Mizen Head cycle route - IrelandWays.com,http://www.irelandways.com,+353(0)15252886,-8.51848278195802,51.7056182602738,Cork,Kinsale,Republic of Ireland
Connemara Cycle Route   - IrelandWays.com,http://www.irelandways.com,+353(0)15252886,-9.05200634152834,53.2714438511322,Galway,Galway City,Republic of Ireland
Connemara Magic!,http://danielsammon.wordpress.com,+353(0)872602717,-9.98345082356366,53.5970236473821,Galway,Renvyle,Republic of Ireland
Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,-6.4883235625,53.3523151337231,Dublin,Dublin City,Republic of Ireland
Kilbaha Gallery,http://kilbahagallery.com,+353(0)659058843,-9.87663974508063,52.5683430345515,Clare,Loop Head,Republic of Ireland
Stena Line,http://stenaline.co.uk,+44(0)8447707070,-6.3348084,52.2532206,Wexford,Rosslare,Republic of Ireland
Taste Kerry,http://tastekerry.ie,+353(0)667191981,-9.6695828,52.2867239,Kerry,Tralee,Republic of Ireland
Scenic Lough Foyle Ferry,http://loughfoyleferry.com,+353(0)749381901,-6.98472460746768,55.2028398393221,Donegal,Greencastle,Republic of Ireland
Soma Contemporary Gallery,http://facebook.com/SomaIreland/?fref=ts,+353(0)871961923,-7.10522802026207,52.259421727957,Waterford,Waterford City,Republic of Ireland
Kinsale Nature and Maritime Walking Tour,http://kinsalemaritimewalks.com,+353(0)876417068,-8.52199178028718,51.7058756734277,Cork,Kinsale,Republic of Ireland
Dursey Sound,,+353(0)2821489,-10.155077,51.610024,Cork,Beara,Republic of Ireland
Bere Island - East End Pier,,,-9.819922,51.634348,Cork,Bere Island,Republic of Ireland
Castle Adventure Open Farm,http://openfarm.ie,+353(0)874429998,-8.18984228606746,54.5008254793904,Donegal,Ballyshannon,Republic of Ireland
Matt Feeney Chauffeurs,http://mattfeeneychauffeurs.com,+353(0)869372776,-6.47185209748386,53.4114329778701,Meath,Dunboyne,Republic of Ireland
Salmon of Knowledge Experience,http://salmonofknowledgeexperience.com,+353(0)857179005,-6.6662116,53.6573375,Meath,Navan,Republic of Ireland
Silver Strand,,,-9.88032214934708,53.6482791288868,Mayo,Louisburg,Republic of Ireland
JuJu’s Adventures,http://jujusadventures.ie,+353(0)868322530,-6.30394235257563,53.0089720224076,Wicklow,Glendalough,Republic of Ireland
Galway Greyhound Stadium,http://www.galwaygreyhoundstadium.ie,+353(0)61448080,-9.04010444724122,53.2789959291864,Galway,Galway City,Republic of Ireland
Atlantic Road Tours Dingle,http://atlanticroadtoursdingle.com/,+353(0)871612023,-10.2781443471435,52.1387967835848,Kerry,Dingle,Republic of Ireland
Adventure Kids Wicklow,http://www.jujusadventures.ie/store/p5/Adventure_Kids.html,+353(0)868322530,-6.32119432095942,53.0112184545941,Wicklow,Glendalough,Republic of Ireland
Galway City Audio Tour,,+353(0)91537700,-9.04947254971209,53.2721788149031,Galway,Galway City,Republic of Ireland
The Michael Collins Walking Tour,http://www.michaelcollinstour.com,+353(0)868583847,-6.26181949019564,53.3431227197205,Dublin,Dublin City,Republic of Ireland
Waterford Greenway Cycle Tours,http://waterfordgreenway.com,+353(0)851113850,-7.620474,52.091175,Waterford,Dungarvan,Republic of Ireland
Coolwater Garden,http://coolwatergarden.com,,-8.56624,52.56157,Limerick,Fedamore,Republic of Ireland
Secret Gardens of Limerick,http://secretgardensoflimerick.com/,+353(0)872584716,-8.56624,52.56157,Limerick,Fedamore,Republic of Ireland
Kelly Travel,http://kellytravel.ie,+353(0)61384422,-8.329181,52.56096,Limerick,Pallasgreen,Republic of Ireland
Cara Motor Homes,http://caramotorhomes.ie,+353(0)6964400,-8.89031297607425,52.5120964758075,Limerick,Rathkeale,Republic of Ireland
Valentia Island Lighthouse at Cromwell Point,http://valentiaisland.ie/explore-valentia/lighthouse,+353(0)669476985,-10.344865,51.9291069,Kerry,Valentia Island,Republic of Ireland
Arthur’s Way Heritage Trail,http://www.intokildare.ie/story/arthurs-way/,,-6.53770077328158,53.3405030848947,Kildare,Leixlip,Republic of Ireland
St. Peter's Tin Church Laragh,http://facebook.com/laraghheritagemonaghan,+353(0)878957680,-6.73702224743192,54.1200183546255,Monaghan,Castleblayney,Republic of Ireland
Castledermot Round Tower & High Cross & St. Davids Graveyard,http://www.kildare.ie/heritage/Grose-Antiquities-1792/castledermot-church-and-round-tower.asp,,-6.83490862808071,52.9105718949659,Kildare,Castledermot,Republic of Ireland
Wexford Heritage Trail,http://www.visitwexford.ie/directory/wexford-heritage-trail/,,-6.51668187288817,52.3478754420094,Wexford,Wexford Town,Republic of Ireland
Poets Cottage,http://www.laois.ie/departments/heritage/laois-heritage-trail/poets-cottage/,,-7.59486903037714,53.0040787957545,Laois,Coolrain,Republic of Ireland
The School of Jewellery Ireland,http://theschoolofjewellery.ie,+353(0)18380693,-6.2942715,53.3548863,Dublin,Dublin City,Republic of Ireland
Trad Softly Walking Tours,http://tradsoftlytours.wordpress.com/,+353(0)868562537,-8.48080712641232,54.2713073010575,Sligo,Sligo Town,Republic of Ireland
Drumhome Monastic Site,https://www.facebook.com/search/top/?q=drumhome,+353(0)749721827,-8.12532241747817,54.5775875236851,Donegal,Ballintra,Republic of Ireland
Irish Working Sheepdogs,http://www.irishworkingsheepdogs.com/,+353(0)878141391,-6.32706473043515,53.0114397239823,Wicklow,Glendalough,Republic of Ireland
Creative Ardagh,http://creativeardagh.blogspot.ie/,+353(0)863027602,-7.68299134513858,53.6672398834814,Longford,Ardagh,Republic of Ireland
Granard Motte and Bailey,http://longfordtourism.ie/see-do/attractions/granard-motte-and-bailey/,+353(0)433342577,-7.50125587280274,53.7749743104837,Longford,Granard,Republic of Ireland
7 Day World Tour of Ireland - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/7-days-in-ireland/,+353(0)14428559,-6.26020515750121,53.3493056292934,Dublin,Dublin City,Republic of Ireland
1916 Ride the Revolution Rise of the Rebels Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/1916-bus-tour-dublin.php,+353(0)862088117,-6.2798109,53.3454402,Dublin,Dublin City,Republic of Ireland
The Gravedigger Ghost Tour - Hidden Dublin Walks,http://hiddendublinwalks.com,+353(0)862088117,-6.2798109,53.3454402,Dublin,Dublin City,Republic of Ireland
Hell Fire Club Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/ghost-tour-dublin.php,+353(0)862088117,-6.2798109,53.3454402,Dublin,Dublin City,Republic of Ireland
6 Day Northern Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/6-day-northern-ireland-tour/,+353(0)14428559,-6.26020515750121,53.3493056292934,Dublin,Dublin City,Republic of Ireland
Youghal Clock Gate Tower,http://youghalclockgate.ie,+353(0)2420769,-7.846715,51.952712,Cork,Youghal,Republic of Ireland
Traditional Irish Storytelling Bus Tour - Hidden Dublin Walks,http://www.hiddendublinwalks.com/traditional-irish-storytelling-dublin.php,+353(0)862088117,-6.2798109,53.3454402,Dublin,Dublin City,Republic of Ireland
7 Day Treasure Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/7-day-treasure-ireland-tour/,+353(0)14428559,-6.26020515750121,53.3493056292934,Dublin,Dublin City,Republic of Ireland
8 Day Wild Irish Rover - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/ireland-trips-award-winning-8-day/,+353(0)14428559,-6.26020515750121,53.3493056292934,Dublin,Dublin City,Republic of Ireland
11 Day Discover Ireland Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/vacations-to-ireland-11-day-driftwood/,+353(0)14428559,-6.26020515750121,53.3493056292934,Dublin,Dublin City,Republic of Ireland
12 Day Giant Irish Adventure Tour - Vagabond Tours of Ireland,http://vagabondtoursofireland.com/tour/irish-tours-12-day-giant-irish-adventure/,+353(0)14428559,-6.26020515750121,53.3493056292934,Dublin,Dublin City,Republic of Ireland
Warblebank Garden,http://warblebankgarden.com,+353(0)894213064,-6.10435724663545,53.0872467006774,Wicklow,Newtownmountkennedy,Republic of Ireland
Stephen Power Photography Tuition,http://stephenpowerphotos.com,+353(0)860258166,-10.3545156803954,51.916760383296,Kerry,Valentia Island,Republic of Ireland
Ralph Smyth Tours,http://rsmythtours.wix.com/walkingtours,+353(0)894666812,-6.26744985767209,53.3427003435257,Dublin,Dublin City,Republic of Ireland
Private Giants Causeway Day Tour with Kennedy & Carr,https://kennedycarr.com/private-tours/giants-causeway-tour-from-dublin/,+353(0)15510005,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland
Cloncallow Garden,http://cloncallow.com,+353(0)868312774,-6.07619347853551,53.0677927549497,Wicklow,Greystones,Republic of Ireland
The Complex,http://thecomplex.ie,+353(0)868109789,-6.26980723230281,53.3482990777889,Dublin,Dublin City,Republic of Ireland
Irish Secret Sights,http://irishsecretsights.org/,+353(0)863706806,-6.26018078414836,53.3493606218099,Dublin,Dublin City,Republic of Ireland
Everest Language School,http://everestlanguageschool.com/,+353(0)15594919,-6.25945885833584,53.3463017360303,Dublin,Dublin City,Republic of Ireland
Cork Photo Gallery,http://corkphoto.com,+353(0)860241947,-8.4936434677063,51.8959304453551,Cork,Cork City,Republic of Ireland
The Story House Ireland,http://thestoryhouseireland.org,+353(0)879744858,-6.68197186708982,52.8576593539092,Carlow,Rathvilly,Republic of Ireland
ADVENTURE 001 Ireland - Helicopter Tours,http://adventure001.ie/,+353(0)51347331,-9.31895341098015,53.018851719979,Clare,Lisdoonvarna,Republic of Ireland
WILDIRISH Motorcycle Tours,http://wildirishmotorcycletours.com,+353(0)879889940,-6.20779326992192,53.3497592460092,Dublin,Dún Laoghaire,Republic of Ireland
ADVENTURE 001 Ireland,http://adventure001.ie/,+353(0)51347331,-7.086347,52.186723,Waterford,Waterford City,Republic of Ireland
Lough Gill Brewery,http://loughgillbrewery.com,+353(0)872108159,-8.4560847,54.266193,Sligo,Sligo Town,Republic of Ireland
Avoca Walking Tours,http://avocawalkingtours.ie/,+353(0)894822519,-6.23306379331995,52.8849899787168,Wicklow,Avoca,Republic of Ireland
Dunmore Gardens,http://dunmoregardens.ie/,+353(0)838028625,-7.4233,54.9514,Donegal,Carrigans,Republic of Ireland
Wexford Garden Trail,http://wexfordgardentrail.com/,,-6.99245425396725,52.2963893687631,Wexford,Wexford Town,Republic of Ireland
Dublin Smiles Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,-6.4883235625,53.3523151337231,Dublin,Dublin City,Republic of Ireland
Boyne Valley-Valley of the Kings Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,-6.4883235625,53.3523151337231,Dublin,Dublin City,Republic of Ireland
Wicklow Mountains and Glendalough Tour with Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,-6.4883235625,53.3523151337231,Dublin,Dublin City,Republic of Ireland
Jorgensen Gallery,http://www.jorgensenfineart.com/,+353(0)16619721,-6.2568924,53.3409786,Dublin,Dublin City,Republic of Ireland
Michael Budd Blacksmith,http://michaelbudd.ie,+353(0)876688400,-8.3774968423533,54.0783221282168,Sligo,Castlebaldwin,Republic of Ireland
Number Twenty Two,http://numbertwentytwo.ie,+353(0)17079899,-6.2590541,53.3409665,Dublin,Dublin City,Republic of Ireland
Wren’s Wood Garden,http://visitwicklow.ie/attraction/wrens-wood-garden/,+353(0)12810274,-6.10101757636243,53.0549300335373,Wicklow,Ashford,Republic of Ireland
The Ballinglen Arts Foundation,http://ballinglenartsfoundation.org,+353(0)9643184,-9.37221429999999,54.2797391999999,Mayo,Ballycastle,Republic of Ireland
The Norman Way - Heritage and Cycling trail,http://thenormanway.com,,-6.46651626884772,52.3366894993369,Wexford,Wexford Town,Republic of Ireland
Chauffeur Tours of Ireland,http://chauffeurtoursofireland.com/,+353(0)892242635,-6.272092,53.758381,Louth,Termonfeckin,Republic of Ireland
Richmond Barracks,http://richmondbarracks.ie,+353(0)12228400,-6.3162014016334,53.33853259341,Dublin,Inchicore,Republic of Ireland
Kokodesigns,http://kokodesigns.ie,+353(0)749152418,-7.6774916,55.0456261,Donegal,Ramelton,Republic of Ireland
Yeats County Tours,,+353(0)860554888,-8.48080712641232,54.2713073010575,Sligo,Sligo Town,Republic of Ireland
Athas Tours,http://athastours.com,+353(0)863009611,-9.0028348,53.2729435,Galway,Galway City,Republic of Ireland
Pedal and Putt - Amazing Ireland Tours,http://pedalandputt.com,+353(0)861903022,-7.25772872784318,52.6529267331743,Kilkenny,Kilkenny City,Republic of Ireland
Saint Patrick’s Day in Dublin,http://saintpatricksdayindublin.com,,-6.2608796,53.3444316,Dublin,Dublin City,Republic of Ireland
Sights Of Dublin Day Tours,http://sightsofdublin.com,+353(0)8667339268,-6.26091007301636,53.3516845862516,Dublin,Dublin City,Republic of Ireland
John's Tours of Ireland,http://johnstoursofireland.ie,+353(0)872231355,-6.2608457,53.3521841,Dublin,Dublin City,Republic of Ireland
Sligo Harbour Pontoon,http://sligococo.ie/Services/HarbourOffice/,+353(0)862616866,-8.4817612,54.2767,Sligo,Sligo Town,Republic of Ireland
Optimum Chauffer Drive,http://optimumcd.wpengine.com/services-optimum-chauffeur-drive/tour-services/,+353(0)18148873,-6.26018078414836,53.3493606218099,Dublin,Dublin City,Republic of Ireland
Listoke Distillery & Gin School,http://listokedistillery.ie/gin-school/,+353(0)412145024,-6.3440359,53.7290095,Louth,Drogheda,Republic of Ireland
Clonony Castle,https://facebook.com/ClononyCastle/?fref=ts,+353(0)877614034,-7.93990361049805,53.2460910820409,Offaly,Cloghan,Republic of Ireland
St. Patrick’s Gateway Centre,http://stpatricksgateway.com/,+353(0)51843589,-7.1141116600495,52.2603358250462,Waterford,Waterford City,Republic of Ireland
Go Gaelic,http://gogaelic.ie,+353(0)879460750,-8.96658882703889,52.8140447735425,Clare,Clarecastle,Republic of Ireland
Time Theme Tours,http://timethemetours.com,+353(0)862420962,-6.27676120432124,53.3428735525804,Dublin,Dublin City,Republic of Ireland
Máirtín Ó Conghaile Walks,,+353(0)876394320,-9.66859756391148,53.2902943822425,Galway,Lettermore,Republic of Ireland
King Of The Vikings. The World's First Virtual Reality Viking Adventure,http://www.kingofthevikings.com,+353(0)761102676,-7.10642297526374,52.2603360975166,Waterford,Waterford City,Republic of Ireland
The Olde Forge at Logue’s of Cranford,http://facebook.com/profile.php?id=100015894524442,+353(0)862592236,-7.79748893438363,55.1755364616239,Donegal,nr Carrigart,Republic of Ireland
Irish Rugby Institute,http://rugbyinstitute.com/,+353(0)872363482,-6.0681026,53.3873923,Dublin,Howth,Republic of Ireland
Kinsale Food Tours,http://Kinsalefoodtours.Com,+353(0)851076113,-8.51991397282461,51.703645256278,Cork,Kinsale,Republic of Ireland
Carlingford Brewing Company,http://carlingfordbrewing.ie,+353(0)833284040,-6.22168936977573,53.9939966255334,Louth,Riverstown,Republic of Ireland
The Greenway Man - Cycling Tours,http://thegreenwayman.com,+353(0)868351233,-7.50576876821537,52.1291956723592,Waterford,Stradbally,Republic of Ireland
YourWay Ireland,http://yourwayireland.com,+353(0)877042893,-6.326002,53.7226,Louth,Drogheda,Republic of Ireland
Personal Tours Ireland,http://personaltoursireland.com,+353(0)879360945,-6.4275868,53.326018,Dublin,Dublin City,Republic of Ireland
Glendalough Guided Walks,http://glendaloughguidedwalks.wordpress.com,+353(0)872600548,-6.32557841661969,53.0115116454279,Wicklow,Glendalough,Republic of Ireland
Guided Burren Walks,http://guidedburrenwalks.simplybook.it/v2,+353(0)876334895,-8.9381264,53.1388398,Galway,Kinvara,Republic of Ireland
Dublin Boat Tour,http://dublinboattour.com,+353(0)8776935267,-6.135103,53.296183,Dublin,Dún Laoghaire,Republic of Ireland
Hidden Trails,http://hiddentrails.ie,+353(0)860233533,-6.95256850600583,52.5407354419951,Kilkenny,Graiguenamanagh,Republic of Ireland
Frankie’s Chauffeur Service Incorporating Irish Guided tours,http://frankieschauffeurservice.com,+353(0)872903377,-7.3381378,53.5259334,Westmeath,Mullingar,Republic of Ireland
Clonakilty Brewing Company,http://clonakiltybrew.ie,+353(0)871302307,-8.90260934722141,51.6164267893659,Cork,Clonakilty,Republic of Ireland
The Dingle Whiskey Distillery,http://dingledistillery.ie,+353(0)664029011,-10.2891995285888,52.1418023823786,Kerry,Dingle,Republic of Ireland
Top of the Rock Viewing Platform Trail,https://facebook.com/rockviewingplatform,+353(0)872989250,-10.2525746836364,51.9603862137861,Kerry,Cahersiveen,Republic of Ireland
The Perseverance Fleeing The Famine Bus Tour-Hidden Dublin Walks,http://www.hiddendublinwalks.com/famine-tour-dublin.php,+353(0)862088117,-6.2798109,53.3454402,Dublin,Dublin City,Republic of Ireland
Walsh Private Driver Tours Killarney,http://walshtaxi.com,+353(0)863165376,-9.4981422,52.0521026,Kerry,Killarney,Republic of Ireland
Doswell Gallery,http://doswellgallery.com,+353(0)877478713,-9.03328608186188,51.5773843318572,Cork,Rosscarbery,Republic of Ireland
Wild Way Campers,http://wildwaycampers.com,+353(0)858281458,-10.0141986676758,52.2365956139508,Kerry,Castlegregory,Republic of Ireland
Greencastle Marina Blue Flag Award 2018,,,-6.98362104600221,55.2032997741979,Donegal,Greencastle,Republic of Ireland
Fountainstown Beach Green Coast Awards 2019,,,-8.31130413481287,51.7749060669254,Cork,Crosshaven,Republic of Ireland
Cullenstown Strand Green Coast Award 2019,http://www.cleancoastsireland.org,,-6.71289235695883,52.2176198204703,Wexford,Duncormick,Republic of Ireland
Bray South Promenade Beach  Blue Flag Awards 2019,http://cleancoastsireland.org,,-6.09861790163472,53.2066924318112,Wicklow,Bray,Republic of Ireland
Ballyalla Lake Green Coast Award 2019,http://cleancoastsireland.org,,-8.97120507511965,52.8769993844156,Clare,Ennis,Republic of Ireland
Portumna Blue Flag Award 2019,http://blueflagireland.org,,-8.20927088564451,53.0826774608103,Galway,Portumna,Republic of Ireland
Airmid Natural  Hand Crafted Soaps,http://airmidsoap.com,+353(0)892066292,-10.0608938310977,51.9059984907409,Kerry,Waterville,Republic of Ireland
Shenanigans – The Kilkenny City Walk,http://ShenanigansWalks.com,+353(0)862231890,-7.24970559577025,52.6500686081642,Kilkenny,Kilkenny City,Republic of Ireland
